"Data Source","World Development Indicators",

"Last Updated Date","2024-03-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Lebanon","LBN","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.76","3.88","3.73","3.62","3.42","3.18","2.91","2.27","2.72","3.14","2.8","2.77","3.05","2.89","3","3.28","3.33","3.5","3.36","3.63","3.98","","","",
"Liberia","LBR","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.73","9.86","9.92","14.89","15.22","15.33","14.71","13.74","13.05","12.69","13.09","12.67","12.29","11.41","11.48","11.17","11.8","12.64","11.93","13.76","14.02","13.21","","",
"Libya","LBY","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.73","5.06","5.24","4.64","4.56","4.25","3.75","2.97","3.31","3.82","4.18","6.9","4.25","4.68","8","6.48","6.52","4.75","4.31","6.33","6.06","","","",
"St. Lucia","LCA","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.05","3.27","3.22","3.22","3.1","3.06","2.99","2.96","2.83","2.9","3.17","2.98","3","3.08","3.02","3.01","2.86","2.87","2.86","2.81","3.43","3.35","","",
"Latin America & Caribbean","LCN","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.70190347350128","3.72778107980596","3.77884389701078","3.84064962450222","3.80587524966275","3.79705393943386","3.72912155968926","3.66486280939445","3.62466982066352","3.6174232357404","3.5702382723086","3.53316118692706","3.55304338645406","3.57504008411207","3.55512583132376","3.50860660183356","3.4757680326587","3.40384358364875","3.34740016076605","3.37284220991099","3.43562665421277","3.44688213119941","","",
"Least developed countries: UN classification","LDC","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.92234991907553","6.83856012744531","6.59897562273323","6.49880194191998","6.2700359901054","6.01681688541567","5.83444195104878","5.54015108181577","5.35260608835838","5.34624758024152","5.15946201895805","5.15369895695474","5.14403524588376","5.18343998056069","5.12793507848561","5.01374220657269","4.95475519164548","4.88506954813401","4.85264154426053","4.71887563414063","4.74780518535939","","","",
"Low income","LIC","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.73437697139727","9.61159626164478","9.09149725057583","8.90105870074927","8.59213182954661","8.34712383781831","8.12488972474156","7.66891712098822","7.47766826469335","7.56182137470785","7.20807706425725","7.40520262516429","7.66512280189489","7.83546264622955","7.64537790457247","7.4518269620907","7.33237298974801","7.21272236973572","7.2801520503249","7.15003590167578","7.31610688970301","","","",
"Liechtenstein","LIE","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.12","3.06","3","3","2.88","2.78","2.6","2.48","2.28","2.24","2.21","2.07","1.95","1.74","1.78","1.77","1.85","1.71","1.65","1.68","1.73","","","",
"Lower middle income","LMC","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.41850848526475","6.31982406772605","6.2054032423477","5.98765378313594","5.88249368385907","5.78212604064844","5.59736212198484","5.47958920103395","5.46268751726101","5.37912414827994","5.31320100491699","5.24210289362927","5.20582851823876","5.05447507814743","5.03223806390045","4.82530689575847","4.69217784041634","4.65008087193712","4.62330924398965","4.50207057647095","4.50475008587816","","","",
"Low & middle income","LMY","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.01187926917993","6.90201876098409","6.80588747585109","6.85164358332566","6.84580509676793","6.73699959242987","6.58737938921432","6.3759651737253","6.23824870720737","6.21606102814291","6.19973001123046","6.14485724480126","6.01420561074587","5.84356885108882","5.73073522590219","5.48857221868225","5.31853768587795","5.22484718399236","5.19448689358044","5.13323826253885","5.19304489301889","","","",
"Lesotho","LSO","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.95","13.59","13.61","12","12.05","11.9","11.62","11.4","11.05","11.61","11.07","11.95","11.13","9.32","9.15","8.28","7.81","8.38","8.08","7.92","8.06","10.46","","",
"Late-demographic dividend","LTE","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.9227320372943","7.76418919430248","7.62083412632506","7.7447201894675","7.7805349311143","7.69480293620223","7.5444644975295","7.23909003450002","6.99331202887827","6.94933716856601","7.03451902701396","6.94137238094788","6.7774318456932","6.60216993624322","6.40641251418839","6.1414302536251","5.93640705852706","5.79569619293751","5.7525748423407","5.69617304439556","5.77344353647484","","","",
"Lithuania","LTU","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.17","6.72","6.75","6.37","6.06","5.31","4.86","4.74","4.66","5.03","3.98","3.89","3.78","3.45","3.34","3.3","3.3","3.31","3.22","3.07","3.01","2.98","","",
"Luxembourg","LUX","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.24","3.31","3.33","3.42","3.65","3.63","3.39","3.05","3.06","2.97","3.05","2.99","2.88","2.71","2.54","2.42","2.28","2.3","2.33","2.29","2.02","2","","",
"Latvia","LVA","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.22","5.26","4.87","4.77","4.52","4.16","3.85","3.58","3.54","3.97","4.25","3.91","3.79","3.65","3.59","3.39","3.31","3.31","3.35","3.16","3.14","3.14","","",
"Macao SAR, China","MAC","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.08","1.12","0.94","0.9","0.79","0.79","0.68","0.58","0.56","0.75","0.51","0.44","0.4","0.35","0.42","0.59","0.61","0.59","0.48","0.5","0.97","0.85","","",
"St. Martin (French part)","MAF","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.63","3.58","3.53","3.32","3.75","3.84","3.64","3.62","3.55","3.43","3.47","3.55","3.5","3.36","3.32","3.25","3.23","3.24","3.18","3.33","3.36","","","",
"Monaco","MCO","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.14","8.12","7.64","7.78","7.28","7.06","6.6","6.26","5.77","5.84","6.38","6.12","6.13","5.05","5.19","5.29","5.19","5.02","5.09","4.82","5.08","","","",
"Madagascar","MDG","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.07","5.73","6.38","6.18","6.08","5.9","5.69","5.58","5.48","5.84","6.08","6.34","6.48","6.7","7.02","7.4","7.86","8.03","8.5","8.56","9.4","9.46","","",
"Maldives","MDV","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.74","1.85","2.2","1.66","2.07","2.16","2.11","2.06","2.02","2.29","2.25","2.19","2.4","2.22","2.47","2.34","2.47","2.42","2.56","2.69","3.42","3.11","","",
"Middle East & North Africa","MEA","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.01619877197745","5.3688271598727","5.51418509936298","5.31520837927676","5.1832511261654","5.31601874837734","5.30481662812555","5.28751504578361","5.45232236435391","5.62472259068236","5.60748689564193","5.55922639385334","5.64405811049253","5.54806704974753","5.75402546522584","5.7129625394481","5.63196811478927","5.69191809591951","5.61935346212278","5.61289881107072","5.63202325900843","","","",
"Mexico","MEX","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6","3.72","3.76","3.97","3.89","4.01","3.9","3.8","3.78","3.9","3.68","3.72","3.68","3.64","3.47","3.3","3.21","3.07","3.06","3.04","3.21","3.26","","",
"Marshall Islands","MHL","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.35","9.03","9.42","9.41","9.78","9.55","10.04","10.24","11.01","10.94","10.54","10.6","10.66","10.5","10.72","10.73","10.63","10.49","10.24","9.64","9.72","9.93","","",
"Middle income","MIC","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.96930753359695","6.85879422719548","6.76729027571415","6.81729226729308","6.81681737625283","6.71028150142268","6.56210615481398","6.35496534591969","6.21797661199182","6.19380457135175","6.18310771363207","6.12454770389083","5.98878892823221","5.81216933925784","5.70009619980154","5.45699150499204","5.28611164654851","5.19306791933558","5.16150188940193","5.10117274636145","5.15843742072255","","","",
"North Macedonia","MKD","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.39","5.37","5.19","5.61","5.27","5.34","5.17","5.03","4.72","4.39","4.33","4.62","4.42","3.99","3.74","3.55","3.49","3.51","3.23","3.39","3.31","","","",
"Mali","MLI","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.82","4.38","4.73","4.77","5","4.79","4.7","4.84","4.73","4.77","4.88","5.12","5.52","5.58","5.45","5.24","5.33","5.27","5.13","5.15","5.42","5.31","","",
"Malta","MLT","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.64","3.11","2.82","3.05","3.06","3.03","2.96","2.89","2.82","2.61","2.58","2.55","2.6","2.15","2.01","1.52","1.36","1.39","1.32","1.33","1.38","","","",
"Myanmar","MMR","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.13","10.54","9.75","9.36","8.67","7.65","6.83","6.29","5.45","4.66","4.16","3.92","4.03","3.92","3.97","3.97","3.85","4.18","3.95","3.7","3.59","","","",
"Middle East & North Africa (excluding high income)","MNA","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.98403199923436","5.24316847428304","5.19656198648068","5.13802112058365","5.19023317017417","5.41117822763697","5.31574068587929","5.2007502477329","5.31351192556237","5.31507922846135","5.14978885132485","5.28940270819903","5.3755603486766","5.37587731028475","5.57973135918209","5.43428289924351","5.34064331516114","5.53150517792974","5.58585918517543","5.56462695084472","5.37660750451387","","","",
"Montenegro","MNE","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.96","5.06","4.71","4.73","3.98","4.55","4.39","4.25","3.8","3.64","3.68","3.47","3.48","3.42","3.4","3.76","","","",
"Mongolia","MNG","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.25","9.06","9.26","8.45","7.87","8.45","8.85","8.41","7.76","8.16","8.13","7.59","7.02","7.2","6.87","5.9","6.21","6.05","6.31","6.92","6.64","","","",
"Northern Mariana Islands","MNP","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.91","25.24","23.75","23.38","22.44","21.44","20.21","15.17","14.49","14.82","12.66","14.72","13.88","13.89","13.38","12.95","12.68","12.29","12.05","11.9","11.79","","","",
"Mauritania","MRT","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.55","2.67","2.79","2.69","2.71","2.59","2.2","2.44","2.6","2.79","2.81","2.81","2.87","2.58","2.81","3","2.73","3.11","3.25","3.17","3.41","3.42","","",
"Mauritius","MUS","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3.05","2.97","2.94","2.87","2.92","2.97","2.83","2.75","2.59","2.62","2.53","2.48","2.44","2.4","2.39","2.3","2.25","2.15","2.13","2.21","","","",
"Malawi","MWI","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.2","5.42","5.56","5.33","5.14","5","4.76","4.51","4.39","4.08","3.79","3.73","3.71","3.56","3.33","3.31","3.3","3.18","3.26","3.12","3.16","2.95","","",
"Malaysia","MYS","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.48","5.67","5.56","5.63","5.68","5.85","5.57","5.59","5.65","5.42","5.24","5.19","4.99","5.38","5.18","4.72","4.69","4.28","4.5","4.44","4.51","","","",
"North America","NAC","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.93104957641202","6.73613401567567","6.68856125070778","6.54100596242807","6.43798934939848","6.23357068116388","6.01420048897713","5.96152704481247","5.79449138330046","5.66900628724882","5.63228735598328","5.48346758164741","5.28462766976311","5.28376624809866","5.22814238102698","5.05266259205195","4.94237702628232","4.84037855108672","4.83259721701786","4.72186945760607","4.50915332390347","4.40404355557094","","",
"Namibia","NAM","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.58","4.17","3.67","3.67","3.53","3.71","3.47","3.36","3.62","3.73","3.57","3.47","3.42","3.39","3.31","3.28","3.38","3.42","3.45","3.48","3.51","","","",
"New Caledonia","NCL","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.9","6.51","8.09","9.12","8.17","9.02","8.39","9.12","8.98","9.42","10.76","10.66","10.94","11.61","14.19","13.54","14.73","14.49","15.05","14.27","14.09","11.87","","",
"Niger","NER","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.83","5.6","5.53","5.65","5.89","5.54","5.38","5.45","5.3","5.51","5.47","4.65","4.97","5.9","5.63","5.49","5.34","5.14","5.04","4.99","4.97","","","",
"Nigeria","NGA","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.01","9.86","8.81","8.6","7.99","7.94","7.53","7.33","7.07","6.43","6.82","7.06","6.84","6.54","6.3","6.04","6.36","6.31","6.17","6.41","6.56","","","",
"Nicaragua","NIC","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.23","5.13","5.09","5.15","5.16","5.03","5","4.84","4.69","4.82","4.73","4.53","4.61","4.53","4.46","4.5","4.46","4.36","4.46","4.69","4.62","","","",
"Netherlands","NLD","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.15","4.16","4.19","4.34","4.3","4.14","3.97","3.81","3.7","3.79","4.01","3.67","3.71","3.64","3.38","3.39","3.38","3.31","3.17","3.04","3.06","2.98","","",
"Norway","NOR","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.27","4.3","3.94","4.23","4.3","4.28","4.21","3.83","4.44","4.43","4.58","3.84","4.17","4.37","3.75","3.81","3.56","3.72","3.65","3.37","3.36","3.53","","",
"Nepal","NPL","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.84","6.74","6.81","6.74","6.53","6.52","6.31","6.22","6.07","5.97","5.87","5.87","5.39","5.86","5.72","5.47","5.93","5.76","5.68","5.24","5.69","","","",
"Nauru","NRU","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.4","17.11","18.28","16.08","15.67","15.81","10.21","12.46","10.43","9.14","8.73","7.49","7.02","6.05","5.13","5.38","5.03","5.68","5.16","5.06","5.09","5.31","","",
"New Zealand","NZL","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6","5.42","5.17","4.87","4.8","4.53","4.41","4.34","4.45","4.48","4.57","4.46","4.61","4.54","4.6","4.48","4.27","4.12","3.92","4","3.89","3.87","","",
"OECD members","OED","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.2291903855478","5.14537831897112","5.10526402738728","5.06735756206869","4.99900035601411","4.88108543011609","4.73880383001916","4.62328630356205","4.5393637185885","4.49889248868434","4.50467068018358","4.32907257888392","4.24041749948392","4.21086144300548","4.081289345978","3.98119696111389","3.91502572929762","3.83854878575256","3.78354137857871","3.6935673642425","3.61735621990671","3.57128813143316","","",
"Oman","OMN","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.58","3.49","3.75","4","4.12","4.53","6.7","7.36","5.98","5.75","6.61","7.61","7.55","7.35","7.25","7.16","6.59","7.05","6.78","6.31","7.17","","","",
"Other small states","OSS","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.41849744583917","6.41671802760867","6.37697360153065","6.38918261110406","6.4046029832739","6.27002264967863","6.31090185460785","6.27282719748739","6.09513819186326","5.95264452175899","6.03243933895661","5.60017984322911","6.06361119871696","6.28169267437572","5.95585445908357","5.73874845864092","5.62469849830663","5.92871677047032","5.72602889222647","5.6284571120772","5.90799288831592","","","",
"Pakistan","PAK","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.12","5.03","4.98","4.93","4.91","4.78","4.71","4.75","4.59","4.53","4.53","4.44","4.35","4.26","4.26","4.18","4.16","4.17","4.02","3.94","3.97","","","",
"Panama","PAN","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.27","2.58","2.29","2.2","2.03","2.14","2.1","1.87","1.63","1.77","1.85","1.85","1.74","1.58","1.58","1.51","1.49","1.42","1.38","1.54","1.52","","","",
"Peru","PER","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.32","3.19","3.03","2.86","2.96","2.95","2.65","2.6","2.62","2.62","2.51","2.72","2.75","2.5","2.57","2.57","2.57","2.54","2.56","2.59","2.46","","","",
"Philippines","PHL","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.7","4.34","4.24","4.04","3.76","3.69","3.47","3.34","3.35","3.22","3.14","3.06","2.98","2.88","2.9","2.96","2.93","2.9","2.81","2.66","2.79","","","",
"Palau","PLW","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.09","10.62","10.27","10.55","10.17","10.21","10.35","11.46","9.85","10","10.56","10.1","10.41","11.05","9.98","8.63","8.94","9.47","9.42","9.88","10.5","12.7","","",
"Papua New Guinea","PNG","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.88","6.32","6.57","6.78","6.98","6.76","6.51","7.55","6.73","6.49","5.66","5.91","5.49","5.93","5.63","5.45","5.3","5.03","5.36","5.26","5.51","5.27","","",
"Poland","POL","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.98","5.94","5.76","5.71","5.46","5.34","5.29","4.92","4.78","4.47","4.61","4.42","4.22","4.17","3.89","3.76","3.82","3.81","3.79","3.48","3.47","3.47","","",
"Pre-demographic dividend","PRE","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.4025458103059","7.41636644649641","7.11000055165925","7.25255901869474","6.80061351050734","6.65610521675494","6.38631429932851","6.12766934989945","5.97946855263806","5.8672730339162","5.90458925009775","6.10084886079996","6.05376885022981","6.00111379038771","5.89250189759923","5.69133090762508","5.71249841708954","5.76985688467167","5.82783454783041","5.8776220524008","5.95681680827705","","","",
"Puerto Rico","PRI","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.11","0.18","0.18","0.21","0.18","0.18","0.2","0.21","0.23","0.22","0.23","0.22","0.39","0.47","0.49","0.47","0.53","0.42","0.56","0.63","0.47","","","",
"Korea, Dem. People's Rep.","PRK","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.23","7.7","7.4","7.57","7.75","8.07","8.01","6.88","7.75","5.8","6.03","4.76","4.81","3.64","3.94","3.18","3.55","6.07","5.71","6.21","5.96","","","",
"Portugal","PRT","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.29","3.26","3.37","3.3","3.34","3.39","3.17","3.12","3.03","3.09","2.93","2.89","2.83","2.86","2.8","2.85","2.78","2.8","2.63","2.53","2.56","2.41","","",
"Paraguay","PRY","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.56","3.65","3.62","3.55","3.44","3.33","3.27","3.16","3.18","3.25","3.12","3.04","3.07","2.86","2.84","3.01","3.4","3.42","3.4","3.39","3.32","","","",
"West Bank and Gaza","PSE","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.85","2.7","3.11","2.94","3.4","3.58","3.2","3.2","2.85","2.68","2.61","2.61","2.43","2.44","2.76","2.81","2.74","2.68","2.55","2.75","3.15","2.91","","",
"Pacific island small states","PSS","Energy intensity level of primary energy (MJ/$2017 PPP GDP)","EG.EGY.PRIM.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.81232736230706","3.91782598517915","3.69909743499736","3.78413389925521","4.07182583494441","3.6458812466904","3.71862819929522","3.66864515765592","3.15964904718743","3.10129390969611","3.24282807943062","3.1385465502558","3.10264867753842","3.21384211059232","3.26151083044856","3.1641340744472","2.93688435838098","2.99174028350822","2.96984304687158","3.02552297738693","3.09361506082862","3.34089944062621","","",
